status,type_of_facility,county,beds_ready_to_accept_patients,patients_in_beds,beds_in_warm_status,date
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-06-28
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-06-28
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-06-28
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-06-28
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-06-29
Ready,Alternative Care Facility,Orange,50.0,10,185.0,2020-06-29
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-06-29
Ready,Federal Medical Station,Imperial,115.0,10,0.0,2020-06-29
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-06-29
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-06-29
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-06-29
Ready,Hospital,San Mateo,109.0,11,0.0,2020-06-29
WARM Status,Alternative Care Facility,Tulare,0.0,0,71.0,2020-06-29
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-06-29
WrapAround,Skilled Nursing Facility,Tulare,0.0,0,0.0,2020-06-29
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-06-29
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-06-29
Ready,Hospital,San Mateo,106.0,14,0.0,2020-06-30
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-06-30
WrapAround,Skilled Nursing Facility,Tulare,0.0,0,0.0,2020-06-30
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-06-30
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-06-30
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-06-30
WARM Status,Alternative Care Facility,Tulare,0.0,0,71.0,2020-06-30
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-06-30
Ready,Federal Medical Station,Imperial,113.0,12,0.0,2020-06-30
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-06-30
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-06-30
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-06-30
Ready,Alternative Care Facility,Orange,49.0,11,185.0,2020-06-30
WrapAround,Skilled Nursing Facility,Tulare,0.0,0,0.0,2020-07-01
Ready,Hospital,San Mateo,106.0,14,0.0,2020-07-01
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-01
Ready,Alternative Care Facility,Orange,47.0,13,185.0,2020-07-01
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-01
Ready,Federal Medical Station,Imperial,112.0,13,0.0,2020-07-01
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-01
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-01
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-01
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-01
WARM Status,Alternative Care Facility,Tulare,0.0,0,71.0,2020-07-01
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-01
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-01
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-02
Ready,Alternative Care Facility,Orange,45.0,15,185.0,2020-07-02
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-02
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-02
Ready,Federal Medical Station,Imperial,66.0,14,45.0,2020-07-02
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-02
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-02
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-02
Ready,Alternative Care Facility,Tulare,50.0,0,52.0,2020-07-02
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-02
Ready,Hospital,San Mateo,105.0,15,0.0,2020-07-02
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-02
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-03
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-03
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-03
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-03
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-03
Ready,Alternative Care Facility,Tulare,50.0,0,123.0,2020-07-03
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-03
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-03
Ready,Hospital,San Mateo,107.0,13,0.0,2020-07-03
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-03
Ready,Alternative Care Facility,Orange,45.0,15,185.0,2020-07-03
Ready,Federal Medical Station,Imperial,66.0,14,45.0,2020-07-03
Ready,Alternative Care Facility,Orange,45.0,15,185.0,2020-07-04
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-04
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-04
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-04
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-04
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-04
Ready,Hospital,San Mateo,108.0,12,0.0,2020-07-04
Ready,Alternative Care Facility,Tulare,50.0,0,123.0,2020-07-04
Ready,Federal Medical Station,Imperial,69.0,11,45.0,2020-07-04
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-04
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-04
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-04
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-05
Ready,Alternative Care Facility,Tulare,49.0,1,123.0,2020-07-05
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-05
Ready,Federal Medical Station,Imperial,69.0,11,45.0,2020-07-05
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-05
Ready,Hospital,San Mateo,105.0,15,0.0,2020-07-05
Ready,Alternative Care Facility,Orange,44.0,16,185.0,2020-07-05
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-05
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-05
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-05
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-05
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-05
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-06
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-06
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-06
Ready,Alternative Care Facility,Orange,45.0,15,185.0,2020-07-06
Ready,Federal Medical Station,Imperial,71.0,9,45.0,2020-07-06
Ready,Hospital,San Mateo,101.0,19,0.0,2020-07-06
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-06
Ready,Alternative Care Facility,Tulare,47.0,3,123.0,2020-07-06
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-06
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-06
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-06
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-06
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-07
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-07
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-07
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-07
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-07
Ready,Alternative Care Facility,Orange,46.0,14,185.0,2020-07-07
Ready,Hospital,San Mateo,97.0,23,0.0,2020-07-07
Ready,Alternative Care Facility,Tulare,45.0,5,123.0,2020-07-07
Ready,Federal Medical Station,Imperial,66.0,14,45.0,2020-07-07
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-07
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-07
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-07
Ready,Alternative Care Facility,Tulare,41.0,9,123.0,2020-07-08
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-08
Ready,Hospital,San Mateo,96.0,24,0.0,2020-07-08
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-08
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-08
Ready,Alternative Care Facility,Orange,42.0,18,185.0,2020-07-08
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-08
Ready,Federal Medical Station,Imperial,68.0,12,45.0,2020-07-08
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-08
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-08
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-08
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-08
Ready,Federal Medical Station,Imperial,68.0,12,45.0,2020-07-09
Ready,Hospital,San Mateo,98.0,22,0.0,2020-07-09
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-09
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-09
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-09
Ready,Alternative Care Facility,Orange,44.0,16,185.0,2020-07-09
Ready,Alternative Care Facility,Tulare,34.0,16,123.0,2020-07-09
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-09
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-09
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-09
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-09
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-09
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-10
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-10
Ready,Alternative Care Facility,Orange,45.0,15,185.0,2020-07-10
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-10
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-10
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-10
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-10
Ready,Federal Medical Station,Imperial,64.0,16,45.0,2020-07-10
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-10
Ready,Hospital,San Mateo,98.0,22,0.0,2020-07-10
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-10
Ready,Alternative Care Facility,Tulare,34.0,16,123.0,2020-07-10
